EarTagNumberCurrent	EarTagNumberOriginal	StrainName	Diet	Sex	Status	AgeAtDeath	DateOfBirth	DateDietStart	DateOfDeath	AgeAtSetUp	Weight00 Baseline	DateWeightBaseline	Weight01	AgeAtWeight01	Weight02	AgeAtWeight02	Weight03	AgeAtWeight03	Weight04	AgeAtWeight04	Weight05	AgeAtWeight05	Weight06	AgeAtWeight06	Weight07	AgeAtWeight07	Weight08	AgeAtWeight08	Weight09	AgeAtWeight09	Weight10	AgeAtWeight10	Weight11	AgeAtWeight11	Weight12	AgeAtWeight12	Weight13	AgeAtWeight13	Weight14	AgeAtWeight14	Weight15	AgeAtWeight15	Weight16	AgeAtWeight16	Weight17	AgeAtWeight17	Weight18	AgeAtWeight18	Weight19	AgeAtWeight19	Weight20	AgeAtWeight20		DateWeight01	DateWeight02	DateWeight03	DateWeight04	DateWeight05	DateWeight06	DateWeight07	DateWeight08	DateWeight09	DateWeight10	DateWeight11	DateWeight12	DateWeight13	DateWeight14	DateWeight15	DateWeight16	DateWeight17	DateWeight18	DateWeight19	DateWeight20	DaysOnDietAtWeight01	DaysOnDietAtWeight02	DaysOnDietAtWeight03	DaysOnDietAtWeight04	DaysOnDietAtWeight05	DaysOnDietAtWeight06	DaysOnDietAtWeight07	DaysOnDietAtWeight08	DaysOnDietAtWeight09	DaysOnDietAtWeight10	DaysOnDietAtWeight11	DaysOnDietAtWeight12	DaysOnDietAtWeight13	DaysOnDietAtWeight14	DaysOnDietAtWeight15	DaysOnDietAtWeight16	DaysOnDietAtWeight17	DaysOnDietAtWeight18	DaysOnDietAtWeight19	DaysOnDietAtWeight20
5792	5792	BXD99	HF	F	Euthanized	449	06/27/2023	08/11/2023	09/18/2024	45	15.4		36.4	168	41.6	240	47	296	51.9	359	52	422																																12/12/2023	02/22/2024	04/18/2024	06/20/2024	08/22/2024																123	195	251	314	377															
319	319	BXD60	HF	F	Natural	701	10/10/2011	02/13/2012	09/10/2013	126	39	02/13/2012	53.8	168	61.5	247	67	326	69.6	381	59	480	48.7	559	56.1	668																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
317	317	BXD60	HF	F	Natural	584	10/10/2011	02/13/2012	05/16/2013	126	27.9	02/13/2012	48.8	168	56.7	247	39.3	326	57.2	381	68.2	480	53.3	559																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
321	321	BXD60	HF	F	Natural	517	10/10/2011	02/13/2012	03/10/2013	126	37.7	02/13/2012	49.8	168	62.6	247	65.9	326	71	381	70.5	480																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
2230	2230	BXD168	HF	F	Natural	1024	06/24/2015	08/05/2015	04/13/2018	42	15.5		39.8	169	44.9	238	50.9	315	52.2	371	58.2	443	60.6	520	64.5	582	66.7	632	65.6	692	54.2	770	50.3	847	39.5	911	27.8	973																12/10/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/25/2016	01/26/2017	03/17/2017	05/16/2017	08/02/2017	10/18/2017	12/21/2017	02/21/2018								127	196	273	329	401	478	540	590	650	728	805	869	931							
2231	2231	BXD168	HF	F	Natural	897	06/24/2015	08/05/2015	12/07/2017	42	15.3		33.6	169	40	238	43.3	315	48.5	371	54.4	443	60.4	520	64.6	582	63.9	632	62.7	692	33.9	770	21.4	847																				12/10/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/25/2016	01/26/2017	03/17/2017	05/16/2017	08/02/2017	10/18/2017										127	196	273	329	401	478	540	590	650	728	805									
376	376	BXD9	HF	F	Natural	593	10/09/2011	02/13/2012	05/24/2013	127	33.3	02/13/2012	47.5	169	51.3	248	53	327	51.4	382	42.5	481	33.2	560																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
377	377	BXD9	HF	F	Euthanized	425	10/09/2011	02/13/2012	12/07/2012	127	43.7	02/13/2012	57.6	169	64.3	248	65.5	327	69.3	382																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
1017	1017	BXD9	HF	F	Harvest	557	04/15/2013	08/08/2013	10/24/2014	115	27	08/08/2013	46.8	170	50.2	210	56.8	276	61.6	330	63.9	394	68.7	465	69	512																												10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/24/2014	09/09/2014														55	95	161	215	279	350	397													
1016	1016	BXD9	HF	F	Natural	478	04/15/2013	08/08/2013	08/06/2014	115	34.5	08/08/2013	49.5	170	51.8	210	53.4	276	58.4	330	57.9	394	56.6	465																														10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/24/2014															55	95	161	215	279	350														
524	524	C57BL/6J	HF	F	Natural	742	02/27/2012	07/20/2012	03/10/2014	144	22.7	07/20/2012	31.1	170	35.9	241	55.8	340	67.3	419	81.8	528	77.7	623	72.5	689																												08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014														26	97	196	275	384	479	545													
523	523	C57BL/6J	HF	F	Natural	676	02/27/2012	07/20/2012	01/03/2014	144	22.7	07/20/2012	30.8	170	38	241	42	340	48.7	419	60.7	528	62.5	623																														08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013															26	97	196	275	384	479														
602	602	BXD84	HF	F	Natural	469	02/27/2012	07/20/2012	06/10/2013	144	23.9	07/20/2012	30.6	170	40.5	241	50.2	340	55.5	419																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
604	604	BXD84	HF	F	Natural	491	02/27/2012	07/20/2012	07/02/2013	144	19.6	07/20/2012	23.2	170	27.1	241	30.5	340	32.1	419																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
603	603	BXD84	HF	F	Natural	513	02/27/2012	07/20/2012	07/24/2013	144	23.2	07/20/2012	28.2	170	30.2	241	34.7	340	37.8	419																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
521	521	C57BL/6J	HF	F	Harvest	351	02/27/2012	07/20/2012	02/12/2013	144	21.1	07/20/2012	32.9	170	41	241	55.3	340																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
522	522	C57BL/6J	HF	F	Harvest	351	02/27/2012	07/20/2012	02/12/2013	144	21.6	07/20/2012	27.5	170	37.7	241	50	340																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
204	204	BXD9	HF	F	Natural	503	10/08/2011	02/13/2012	02/22/2013	128	27.7	02/13/2012	47.4	170	54.7	249	59.8	328	48.2	383	31.4	482																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
200	200	BXD9	HF	F	Natural	388	10/08/2011	02/13/2012	10/30/2012	128	29.6	02/13/2012	52	170	57.8	249	57	328	41.3	383																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
2837	2837	BXD15	HF	F	Euthanized	662	05/07/2018	07/23/2018	02/28/2020	77	25.5		58.6	171	59.2	225	62.7	281	67.1	353	60.1	400	74.6	478	66.9	533	62.3	588	57	639	23.4	662																						10/25/2018	12/18/2018	02/12/2019	04/25/2019	06/11/2019	08/28/2019	10/22/2019	12/16/2019	02/05/2020	02/28/2020											94	148	204	276	323	401	456	511	562	585										
2354	2354	BXD8	HF	F	Natural	764	06/23/2015	11/03/2015	07/26/2017	133	24.6		30	171	38.2	239	40.8	316	45.1	372	47.7	444	46.1	519	54	582	53.3	633	48.8	693																								12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/23/2016	01/25/2017	03/17/2017	05/16/2017												38	106	183	239	311	386	449	500	560											
2355	2355	BXD8	HF	F	Natural	672	06/23/2015	11/03/2015	04/25/2017	133	25.8		30.7	171	35.3	239	43.9	316	47.2	372	46.3	444	47.4	519	48.1	582	49.9	633																										12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/23/2016	01/25/2017	03/17/2017													38	106	183	239	311	386	449	500												
2394	2394	BXD44	HF	F	Natural	627	06/22/2015	11/03/2015	03/10/2017	134	21.1		42	171	45.5	240	71.1	317	77.5	373	77.4	445	69.7	520	69.7	583																												12/10/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/23/2016	01/25/2017														37	106	183	239	311	386	449													
551	551	BXD89	HF	F	Natural	850	02/26/2012	07/20/2012	06/25/2014	145	22.6	07/20/2012	29.1	171	32.4	242	34	341	38.6	420	41.2	529	43.9	624	45.9	690	48.1	744	31.5	807																								08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014												26	97	196	275	384	479	545	599	662											
553	553	BXD89	HF	F	Natural	758	02/26/2012	07/20/2012	03/25/2014	145	24.2	07/20/2012	34.3	171	37	242	44.7	341	41.4	420	43	529	42.5	624	42	690	39.4	744																										08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014													26	97	196	275	384	479	545	599												
552	552	BXD89	HF	F	Natural	487	02/26/2012	07/20/2012	06/27/2013	145	22.3	07/20/2012	30.3	171	33.5	242	36	341	41	420																																		08/15/2012	10/25/2012	02/01/2013	04/21/2013																	26	97	196	275																
405	405	BXD87	HF	F	Natural	698	10/07/2011	02/13/2012	09/04/2013	129	17.8	02/13/2012	19.3	171	23	250	25.5	329	26.3	384	26.7	483	26.6	562	25.3	671																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
403	403	BXD87	HF	F	Natural	389	10/07/2011	02/13/2012	10/30/2012	129	17.4	02/13/2012	18	171	20.8	250	21.8	329	23.3	384																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
1067	1067	BXD60	HF	F	Natural	634	04/13/2013	08/08/2013	01/07/2015	117	26	08/08/2013	48.9	172	51.1	212	57.4	278	60.6	332	66.9	395	69.2	466	74.9	513	72.9	576																										10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/13/2014	07/23/2014	09/08/2014	11/10/2014													55	95	161	215	278	349	396	459												
1065	1065	BXD60	HF	F	Harvest	374	04/13/2013	08/08/2013	04/22/2014	117	30.5	08/08/2013	50	172	55.2	212	62.6	278	59.8	332																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
1280	1066	BXD60	HF	F	Harvest	374	04/13/2013	08/08/2013	04/22/2014	117	30	08/08/2013	52.8	172	56.7	212	67.6	278	76.2	332																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
137	137	BXD48	HF	F	Natural	462	10/06/2011	02/13/2012	01/10/2013	130	24.9	02/13/2012	34.5	172	46.4	251	59.5	330	70.3	385																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
474	474	BXD63	HF	F	Harvest	216	10/06/2011	02/13/2012	05/09/2012	130	21.1	02/13/2012	26.4	172																																								03/26/2012																				42																			
475	475	BXD63	HF	F	Harvest	216	10/06/2011	02/13/2012	05/09/2012	130	19.9	02/13/2012	28.4	172																																								03/26/2012																				42																			
2011	2011	C57BL/6J	HF	F	Natural	726	09/19/2014	02/06/2015	09/14/2016	140	22.8		24.3	173	35	236	42.6	298	47.2	382	53.3	448	62.1	516	67	593	69	649	68.1	721																								03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016												33	96	158	242	308	376	453	509	581											
2012	2012	C57BL/6J	HF	F	Harvest	734	09/19/2014	02/06/2015	09/22/2016	140	21		23.3	173	31.5	236	40.1	298	41.2	382	46.9	448	53.6	516	59.4	593	54.2	649	48.1	721																								03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016												33	96	158	242	308	376	453	509	581											
2232	2232	BXD168	HF	F	Euthanized	695	06/20/2015	08/05/2015	05/15/2017	46	17		46	173	50.5	242	57.3	319	59.4	375	64.2	447	68.5	524	61.3	586	51.2	636																										12/10/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/25/2016	01/26/2017	03/17/2017													127	196	273	329	401	478	540	590												
421	421	BXD73b	HF	F	Natural	937	10/05/2011	02/13/2012	04/29/2014	131	19.1	02/13/2012	22.9	173	27.9	252	31.1	331	31.5	386	36	485	36	564	33.2	673	31.4	768	33.8	834	35.1	888																						03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014	03/11/2014											42	121	200	255	354	433	542	637	703	757										
264	264	BXD100	HF	F	Natural	749	10/05/2011	02/10/2012	10/23/2013	128	25.2	02/10/2012	36.3	173	53.5	252	66.8	331	70.3	386	68.9	485	44.5	564	36.5	673																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														45	124	203	258	357	436	545													
419	419	BXD73b	HF	F	Natural	624	10/05/2011	02/13/2012	06/20/2013	131	18.3	02/13/2012	22.8	173	27.1	252	33.7	331	36.6	386	46	485	49.6	564																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
262	262	BXD100	HF	F	Euthanized	520	10/05/2011	02/10/2012	03/08/2013	128	22.7	02/10/2012	28.8	173	42	252	50.5	331	57.3	386	60.1	485																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																45	124	203	258	357															
260	260	BXD100	HF	F	Natural	239	10/05/2011	02/10/2012	05/31/2012	128	23.4	02/10/2012	27.4	173																																								03/26/2012																				45																			
294	294	BXD29	HF	F	Natural	867	10/04/2011	02/13/2012	02/17/2014	132	25.1	02/13/2012	34.3	174	45.9	253	55.2	332	57.2	387	60.3	486	60.8	565	43.7	674	33.7	769																										03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013													42	121	200	255	354	433	542	637												
1031	1031	BXD24	HF	F	Harvest	377	04/10/2013	08/08/2013	04/22/2014	120	28.8	08/08/2013	44.5	175	54	215	67.5	281	74.2	335																																		10/02/2013	11/11/2013	01/16/2014	03/11/2014																	55	95	161	215																
1032	1032	BXD24	HF	F	Harvest	377	04/10/2013	08/08/2013	04/22/2014	120	30.3	08/08/2013	42.3	175	53.8	215	69.7	335																																				10/02/2013	11/11/2013	03/11/2014																		55	95	215																	
624	624	BXD74	HF	F	Harvest	197	02/22/2012	07/20/2012	09/06/2012	149	23.7	07/20/2012	31.9	175	39.1	246	39.9	345																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
196	196	BXD9	HF	F	Natural	393	10/03/2011	02/13/2012	10/30/2012	133	34.4	02/13/2012	48.4	175	58.7	254	62.3	333	50.2	388																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
198	198	BXD9	HF	F	Natural	359	10/03/2011	02/13/2012	09/26/2012	133	26.1	02/13/2012	41.3	175	46.3	254	49.3	333																																				03/26/2012	06/13/2012	08/31/2012																		42	121	200																	
623	623	BXD74	HF	F	Harvest	197	02/22/2012	07/20/2012	09/06/2012	149	23.7	07/20/2012	27.8	175																																								08/15/2012																				26																			
924	625	BXD74	HF	F	LowOutlier	197	02/22/2012	07/20/2012	09/06/2012	149	25.3	07/20/2012	35.1	175																																								08/15/2012																				26																			
2144	2144	BXD69	HF	F	Natural	763	11/18/2014	03/13/2015	12/20/2016	115	25.4		35.2	176	44.3	238	45.7	322	48.1	387	48.3	456	50.2	533	50.2527	589	53.9	661	46.7	738																								05/13/2015	07/14/2015	10/06/2015	12/10/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/25/2016												61	123	207	272	341	418	474	546	623											
2143	2143	BXD69	HF	F	Natural	437	11/18/2014	03/13/2015	01/29/2016	115	23.4		35.2	176	42.6	238	43.4	322	45	387																																		05/13/2015	07/14/2015	10/06/2015	12/10/2015																	61	123	207	272																
279	279	BXD56	HF	F	Natural	677	10/02/2011	02/13/2012	08/09/2013	134	20.1	02/13/2012	21.2	176	24	255	23.3	334	26.9	389	24	488	23	567	18.2	676																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
168	168	BXD60	HF	F	Natural	577	10/02/2011	02/13/2012	05/01/2013	134	25.5	02/13/2012	47.2	176	55.4	255	63.6	334	66.8	389	73.9	488	61.6	567																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
207	207	BXD12	HF	F	Natural	695	10/02/2011	02/13/2012	08/27/2013	134	23.2	02/13/2012	25.1	176	30.8	255	34.2	334	35.3	389	35.8	488	35.2	567																														03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013															42	121	200	255	354	433														
281	281	BXD56	HF	F	Natural	529	10/02/2011	02/13/2012	03/14/2013	134	26.5	02/13/2012	36.9	176	44.9	255	45.4	334	41.3	389	36.3	488																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
285	285	BXD56	HF	F	Natural	541	10/02/2011	02/13/2012	03/26/2013	134	26.6	02/13/2012	37.7	176	46.2	255	52	334	52.9	389	43.2	488																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
283	283	BXD56	HF	F	Natural	486	10/02/2011	02/13/2012	01/30/2013	134	23.3	02/13/2012	28.7	176	40.5	255	44.5	334	33.2	389																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
205	205	BXD12	HF	F	Natural	271	10/02/2011	02/13/2012	06/29/2012	134	22.5	02/13/2012	24.3	176	27.9	255																																						03/26/2012	06/13/2012																			42	121																		
5643	5643	BXD64	HF	F	Euthanized	246	10/23/2023	02/02/2024	06/25/2024	102	18.2		25.8	177	32.7	241																																						04/17/2024	06/20/2024																			75	139																		
2391	2391	BXD98	HF	F	Natural	561	06/16/2015	11/03/2015	12/28/2016	140	19.5		24.5	177	34.5	246	43.1	323	47.1	379	49.9	451	42.9	528																														12/10/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/25/2016															37	106	183	239	311	388														
601	601	BXD51	HF	F	Natural	702	02/20/2012	07/20/2012	01/22/2014	151	20.8	07/20/2012	36.9	177	31.3	248	39	347	35.6	426	55.6	535	51	630	33.8	696																												08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014														26	97	196	275	384	479	545													
598	598	BXD51	HF	F	Harvest	357	02/20/2012	07/20/2012	02/11/2013	151	23	07/20/2012	23.9	177	35.4	248	44.9	347																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
600	600	BXD51	HF	F	Harvest	357	02/20/2012	07/20/2012	02/11/2013	151	24.3	07/20/2012	39.9	177	43.1	248	63.2	347																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
599	599	BXD51	HF	F	Natural	269	02/20/2012	07/20/2012	11/15/2012	151	28.1	07/20/2012	36.6	177	44.7	248																																						08/15/2012	10/25/2012																			26	97																		
253	253	BXD86	HF	F	Other	242	10/01/2011	02/13/2012	05/30/2012	135	29.5	02/13/2012	40.7	177																																								03/26/2012																				42																			
255	255	BXD86	HF	F	Other	242	10/01/2011	02/13/2012	05/30/2012	135	30.6	02/13/2012	43.2	177																																								03/26/2012																				42																			
257	257	BXD86	HF	F	Other	242	10/01/2011	02/13/2012	05/30/2012	135	30.3	02/13/2012	42.9	177																																								03/26/2012																				42																			
5642	5642	BXD64	HF	F	Natural	456	10/23/2023	02/02/2024	01/21/2025	102	19.3		32.7	178	37	241	38	304	37.2	365	36.5	422																																04/18/2024	06/20/2024	08/22/2024	10/22/2024	12/18/2024																76	139	202	263	320															
547	547	BXD87	HF	F	Harvest	359	02/19/2012	07/20/2012	02/12/2013	152	23.7	07/20/2012	28.4	178	31.9	249	34.9	348																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
548	548	BXD87	HF	F	Harvest	359	02/19/2012	07/20/2012	02/12/2013	152	19.7	07/20/2012	21.1	178	22.8	249	25.6	348																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
1929	1099	C57BL/6J	HF	F	Natural	657	04/06/2013	08/08/2013	01/23/2015	124	21.7	08/08/2013	31.2	179	39.2	219	52	285	62.9	339	68.2	403	72.5	474	77.2	521	70.2	583	53.5	648																								10/02/2013	11/11/2013	01/16/2014	03/11/2014	05/14/2014	07/24/2014	09/09/2014	11/10/2014	01/14/2015												55	95	161	215	279	350	397	459	524											
630	630	BXD98	HF	F	Natural	592	02/18/2012	07/20/2012	10/02/2013	153	24.2	07/20/2012	31.7	179	42.6	250	51.2	349	53.8	428	52.6	537																																08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013																26	97	196	275	384															
628	628	BXD98	HF	F	Harvest	360	02/18/2012	07/20/2012	02/12/2013	153	22.9	07/20/2012	28.3	179	35.3	250	45.8	349																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
629	629	BXD98	HF	F	Harvest	360	02/18/2012	07/20/2012	02/12/2013	153	26.7	07/20/2012	29.6	179	37.2	250	41.2	349																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
277	277	BXD39	HF	F	Natural	554	09/29/2011	02/13/2012	04/05/2013	137	26.7	02/13/2012	43.5	179	52.6	258	51.5	337	53.7	392	49.2	491																																03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013																42	121	200	255	354															
533	533	DBA/2J	HF	F	Natural	700	02/17/2012	07/20/2012	01/17/2014	154	20.9	07/20/2012	23.8	180	29.5	251	31.8	350	34.8	429	38	538	32.3	633	31.6	699																												08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013	01/16/2014														26	97	196	275	384	479	545													
534	534	DBA/2J	HF	F	Natural	676	02/17/2012	07/20/2012	12/24/2013	154	21.2	07/20/2012	25.2	180	26.6	251	30.2	350	33.8	429	32.2	538	32.3	633																														08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013															26	97	196	275	384	479														
531	531	DBA/2J	HF	F	Harvest	361	02/17/2012	07/20/2012	02/12/2013	154	21.3	07/20/2012	28.1	180	29.3	251	29.6	350																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
532	532	DBA/2J	HF	F	Harvest	361	02/17/2012	07/20/2012	02/12/2013	154	20.8	07/20/2012	24.6	180	27.9	251	31.8	350																																				08/15/2012	10/25/2012	02/01/2013																		26	97	196																	
141	141	BXD70	HF	F	Natural	686	09/28/2011	02/13/2012	08/14/2013	138	20.7	02/13/2012	32.5	180	46.2	259	50.9	338	53.3	393	59	492	58	571	54.1	680																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
287	287	BXD34	HF	F	Natural	475	09/28/2011	02/13/2012	01/15/2013	138	27.1	02/13/2012	36.5	180	59.2	259	68.8	338	69.6	393																																		03/26/2012	06/13/2012	08/31/2012	10/25/2012																	42	121	200	255																
2186	2186	DBA/2J	HF	F	Natural	741	11/13/2014	03/13/2015	11/23/2016	120	24.7		46.3	181	52	243	57.9	327	60	393	62.7	461	59.6	538	51.6	594	40	666																										05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016													61	123	207	273	341	418	474	546												
2185	2185	DBA/2J	HF	F	Natural	607	11/13/2014	03/13/2015	07/12/2016	120	25		42	181	44.9	243	45.8	327	46.3	393	45.1	461	44	538	22.3	594																												05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016														61	123	207	273	341	418	474													
2026	2026	BXD32	HF	F	Natural	665	09/11/2014	02/06/2015	07/07/2016	148	26		40.6	181	45.5	244	57	306	60.6	390	67	456	69.6	524	68.3	601	39.2	657																										03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016	06/29/2016													33	96	158	242	308	376	453	509												
2027	2027	BXD32	HF	F	Natural	641	09/11/2014	02/06/2015	06/13/2016	148	25.9		33	181	41.4	244	51.7	306	55.8	390	58.2	456	61.9	524	61.3	601																												03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015	02/17/2016	05/04/2016														33	96	158	242	308	376	453													
2025	2025	BXD32	HF	F	Natural	474	09/11/2014	02/06/2015	12/29/2015	148	24.9		35.6	181	41	244	48.3	306	50.1	390	44.9	456																																03/11/2015	05/13/2015	07/14/2015	10/06/2015	12/11/2015																33	96	158	242	308															
2384	2384	BXD73b	HF	F	Natural	860	06/12/2015	11/03/2015	10/19/2017	144	16.5		22.9	182	27.3	250	30.8	327	31.8	383	38.7	455	38.7	532	43.6	594	42.2	644	43.2	704	32.9	782	24.9	859																				12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/25/2016	01/26/2017	03/17/2017	05/16/2017	08/02/2017	10/18/2017										38	106	183	239	311	388	450	500	560	638	715									
2383	2383	BXD73b	HF	F	Euthanized	881	06/12/2015	11/03/2015	11/09/2017	144	19		27.8	182	32.2	250	40.3	327	45.4	383	48.7	455	52.2	532	54.7	594	51.3	644	44.9	704	35.5	782	27.4	859																				12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/25/2016	01/26/2017	03/17/2017	05/16/2017	08/02/2017	10/18/2017										38	106	183	239	311	388	450	500	560	638	715									
2385	2385	BXD73b	HF	F	Euthanized	832	06/12/2015	11/03/2015	09/21/2017	144	21.3		29.1	182	45.7	250	44	327	47.5	383	49.3	455	52.9	532	52.1	594	44	644	42.5	704	32.6	782																						12/11/2015	02/17/2016	05/04/2016	06/29/2016	09/09/2016	11/25/2016	01/26/2017	03/17/2017	05/16/2017	08/02/2017											38	106	183	239	311	388	450	500	560	638										
2396	2396	BXD87	HF	F	Natural	425	06/12/2015	11/03/2015	08/10/2016	144	22.7		25.6	182	34.2	250	38.7	327	39.9	383																																		12/11/2015	02/17/2016	05/04/2016	06/29/2016																	38	106	183	239																
143	143	BXD73	HF	F	Natural	778	09/26/2011	02/13/2012	11/12/2013	140	21.3	02/13/2012	22.8	182	28.6	261	33.9	340	33.5	395	34.6	494	32.7	573	39.2	682	22.6	777																										03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013													42	121	200	255	354	433	542	637												
144	144	BXD73	HF	F	Natural	721	09/26/2011	02/13/2012	09/16/2013	140	21.2	02/13/2012	25.7	182	31.4	261	39.2	340	39.6	395	32.1	494	40	573	25.8	682																												03/26/2012	06/13/2012	08/31/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013														42	121	200	255	354	433	542													
572	572	BXD69	HF	F	Natural	686	02/14/2012	07/20/2012	12/31/2013	157	26.4	07/20/2012	37.2	183	44.8	254	43.4	353	47	432	48.8	541	36.5	636																														08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013	11/11/2013															26	97	196	275	384	479														
573	573	BXD69	HF	F	Natural	598	02/14/2012	07/20/2012	10/04/2013	157	21.8	07/20/2012	29.6	183	36.6	254	39.2	353	40.2	432	35.4	541																																08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013																26	97	196	275	384															
571	571	BXD69	HF	F	Natural	619	02/14/2012	07/20/2012	10/25/2013	157	22.1	07/20/2012	32.5	183	39	254	42.2	353	44.1	432	30.2	541																																08/15/2012	10/25/2012	02/01/2013	04/21/2013	08/08/2013																26	97	196	275	384															
